Matteo 1:1	Genealogia di Gesù Cristo figlio di Davide, figlio di Abrahamo.
1 Corinzi 6:4	Quando dunque dovete giudicare le cose di questa vita, costituitene giudici quelli che sono i meno stimati nella chiesa.
1 Corinzi 6:5	Io dico questo per farvi vergognare. Così non c’è tra voi neppure un saggio che sia capace di pronunciare un giudizio fra un fratello e l’altro?
1 Corinzi 6:6	Ma il fratello processa il fratello, e lo fa dinanzi ai non credenti.
1 Corinzi 6:7	Certo è già in ogni modo un vostro difetto avere fra voi dei processi. Perché non patite piuttosto qualche torto? Perché non patite piuttosto qualche danno?
1 Corinzi 6:8	Invece, siete voi che fate torto e danno; e ciò a dei fratelli.
1 Corinzi 6:9	Non sapete voi che gli ingiusti non erediteranno il regno di Dio? Non vi illudete; né i fornicatori, né gli idolatri, né gli adulteri, né gli effeminati, né i sodomiti,
1 Corinzi 6:10	né i ladri, né gli avari, né gli ubriachi, né gli oltraggiatori, né i rapaci erediteranno il regno di Dio.
1 Corinzi 6:11	E tali erano alcuni di voi; ma siete stati lavati, ma siete stati santificati, ma siete stati giustificati nel nome del Signore Gesù Cristo, e mediante lo Spirito del nostro Dio.
1 Corinzi 6:12	Ogni cosa mi è lecita, ma non ogni cosa è utile. Ogni cosa mi è lecita, ma io non mi lascerò dominare da nessuna cosa.
1 Corinzi 6:13	Le vivande sono per il ventre, e il ventre è per le vivande; ma Dio distruggerà e queste sia quello. Il corpo però non è per la fornicazione, ma è per il Signore, e il Signore è per il corpo;
1 Corinzi 6:14	e Dio, come ha risuscitato il Signore, così risusciterà anche noi mediante il suo potere.
1 Corinzi 6:15	Non sapete voi che i vostri corpi sono membra di Cristo? Prenderò io dunque le membra di Cristo per farne membra di una meretrice? Così non sia.
1 Corinzi 6:16	Non sapete voi che chi si unisce a una meretrice è un corpo solo con lei? Poiché, dice Dio, i due diventeranno una sola carne.
1 Corinzi 6:17	Ma chi si unisce al Signore è uno spirito solo con lui.
1 Corinzi 6:18	Fuggite la fornicazione. Ogni altro peccato che l’uomo commette è fuori del corpo; ma il fornicatore pecca contro il proprio corpo.
1 Corinzi 6:19	E non sapete voi che il vostro corpo è il tempio dello Spirito Santo che è in voi, il quale avete da Dio, e che non appartenete a voi stessi?
1 Corinzi 6:20	Poiché foste comprati a prezzo; glorificate dunque Dio nel vostro corpo.
1 Corinzi 7:1	Ora, quanto alle cose delle quali mi avete scritto, è bene per l’uomo non toccare donna;
1 Corinzi 7:2	ma, per evitare le fornicazioni, ogni uomo abbia la propria moglie, e ogni donna il proprio marito.
1 Corinzi 7:3	Il marito renda alla moglie ciò che le è dovuto; e lo stesso faccia la moglie verso il marito.
1 Corinzi 7:4	La moglie non ha potere sul proprio corpo, ma il marito; e nello stesso modo il marito non ha potere sul proprio corpo, ma la moglie.
1 Corinzi 7:5	Non vi private l’uno dell’altro, se non di comune accordo, per un tempo, al fine di dedicarvi alla preghiera; e poi ritornate assieme, affinché Satana non vi tenti a motivo della vostra incontinenza.
1 Corinzi 7:6	Ma questo dico per concessione, non per comando;
1 Corinzi 7:7	perché io vorrei che tutti gli uomini fossero come sono io; ma ciascuno ha il suo proprio dono da Dio; l’uno in un modo, l’altro in un altro.
1 Corinzi 7:8	Ai celibi e alle vedove, però, dico che è bene per loro che se ne stiano come sto anch’io.
1 Corinzi 7:9	Ma se non si contengono, si sposino; perché è meglio sposarsi che ardere.
1 Corinzi 7:10	Ma ai coniugi ordino non io, ma il Signore, che la moglie non si separi dal marito
1 Corinzi 7:11	(e se mai si separa, rimanga senza maritarsi o si riconcili con il marito) e che il marito non lasci la moglie.
1 Corinzi 7:12	Ma agli altri dico io, non il Signore: se un fratello ha una moglie non credente ed ella è contenta di abitare con lui, non la lasci;
1 Corinzi 7:13	e la donna che ha un marito non credente, se egli acconsente ad abitare con lei, non lasci il marito;
1 Corinzi 7:14	perché il marito non credente è santificato nella moglie, e la moglie non credente è santificata nel marito credente; altrimenti i vostri figli sarebbero impuri, mentre ora sono santi.
1 Corinzi 7:15	Però, se il non credente si separa, si separi pure; in tali casi, il fratello o la sorella non sono vincolati; ma Dio ci ha chiamato a vivere in pace;
1 Corinzi 7:16	perché, o moglie, che ne sai tu se salverai il marito? Ovvero tu, marito, che ne sai tu se salverai la moglie?
1 Corinzi 7:17	Del resto, ciascuno continui a vivere nella condizione assegnatagli dal Signore, e nella quale si trovava quando Dio lo chiamò. E così ordino in tutte le chiese.
1 Corinzi 7:18	Qualcuno è stato chiamato essendo circonciso? Non faccia sparire la sua circoncisione. Qualcuno è stato chiamato essendo incirconciso? Non si faccia circoncidere.
1 Corinzi 7:19	La circoncisione non è nulla e la incirconcisione non è nulla; ma l’osservanza dei comandamenti di Dio è tutto.
1 Corinzi 7:20	Ognuno rimanga nella condizione in cui era quando fu chiamato.
1 Corinzi 7:21	Sei tu stato chiamato essendo schiavo? Non curartene, ma se puoi divenire libero è meglio avvalerti dell’opportunità.
1 Corinzi 7:22	Poiché colui che è stato chiamato nel Signore essendo schiavo è un affrancato del Signore; parimenti colui che è stato chiamato essendo libero è schiavo di Cristo.
1 Corinzi 7:23	Voi siete stati riscattati a prezzo; non diventate schiavi degli uomini.
1 Corinzi 7:24	Fratelli, ognuno rimanga dinanzi a Dio nella condizione nella quale si trovava quando fu chiamato.
1 Corinzi 7:25	Ora, quanto alle vergini, io non ho comandamento dal Signore; ma do il mio parere, come uno che ha ricevuto dal Signore la grazia di essere fedele.
1 Corinzi 7:26	Io stimo dunque che a motivo dell’imminente difficoltà sia bene per loro restare come sono; poiché per l’uomo in genere è bene starsene così.
1 Corinzi 7:27	Sei tu legato a una moglie? Non cercare di esserne sciolto. Sei tu sciolto da moglie? Non cercare moglie.
1 Corinzi 7:28	Se però prendi moglie, non pecchi; e se una vergine si marita, non pecca; ma tali persone avranno tribolazione nella carne, e io vorrei risparmiarvela.
1 Corinzi 7:29	Ma questo io dichiaro, fratelli, che il tempo è ormai abbreviato, tanto che, d’ora innanzi, anche quelli che hanno moglie siano come se non l’avessero;
1 Corinzi 7:30	e quelli che piangono, come se non piangessero; e quelli che si rallegrano, come se non si rallegrassero; e quelli che comprano, come se non possedessero;
1 Corinzi 7:31	e quelli che usano questo mondo, come se non lo usassero appieno, perché la figura di questo mondo passa.
1 Corinzi 7:32	Ora, io vorrei che foste senza preoccupazione. Chi non è ammogliato ha cura delle cose del Signore, di come potrebbe compiacere il Signore;
1 Corinzi 7:33	ma colui che è ammogliato ha cura delle cose del mondo, di come potrebbe compiacere la moglie.
1 Corinzi 7:34	E c’è anche una differenza tra la donna maritata e la vergine: la non maritata ha cura delle cose del Signore, al fine di essere santa di corpo e di spirito; ma la maritata ha cura delle cose del mondo, di come potrebbe compiacere il marito.
1 Corinzi 7:35	Ora, questo dico per il vostro bene; non per tendervi un’insidia, ma in vista di ciò che è decoroso e affinché possiate consacrarvi al Signore senza distrazione.
1 Corinzi 7:36	Ma se qualcuno crede di fare cosa indecorosa verso la propria figlia nubile se ella passa il fiore dell’età, e se così bisogna fare, faccia quello che vuole; egli non pecca; la dia in sposa.
1 Corinzi 7:37	Ma chi rimane fermo in cuor suo, e non è stretto da necessità ma è padrone della sua volontà, e ha determinato in cuor suo di mantenere vergine sua figlia, fa bene.
1 Corinzi 7:38	Perciò, chi dà sua figlia in sposa fa bene, e chi non la dà in sposa fa meglio.
1 Corinzi 7:39	La moglie è vincolata per tutto il tempo che vive suo marito; ma, se il marito muore, ella è libera di maritarsi a chi vuole, purché sia nel Signore.
1 Corinzi 7:40	Nondimeno ella è più felice, a parer mio, se rimane come è; e credo di avere anch’io lo Spirito di Dio.
1 Corinzi 8:1	Quanto alle carni sacrificate agli idoli, noi sappiamo che tutti abbiamo conoscenza. La conoscenza gonfia, ma la carità edifica.
1 Corinzi 8:2	Se qualcuno pensa di conoscere qualcosa, egli non conosce ancora come si deve conoscere;
1 Corinzi 8:3	ma se qualcuno ama Dio, egli è conosciuto da lui.
1 Corinzi 8:4	Quanto dunque al mangiare delle carni sacrificate agli idoli, noi sappiamo che l’idolo non è nulla nel mondo, e che non c’è alcun Dio all’infuori di uno solo.
1 Corinzi 8:5	Poiché, sebbene vi siano dei cosiddetti dèi tanto in cielo che in terra, come infatti ci sono molti dèi e molti signori,
1 Corinzi 8:6	nondimeno, per noi c’è un Dio solo, il Padre, dal quale sono tutte le cose, e noi per la sua gloria, e un solo Signore, Gesù Cristo, mediante il quale sono tutte le cose, e mediante il quale siamo noi.
1 Corinzi 8:7	Ma non in tutti c’è la conoscenza; anzi, alcuni, abituati finora all’idolo, mangiano quelle carni come se fossero cosa sacrificata a un idolo; e la loro coscienza, essendo debole, ne è contaminata.
1 Corinzi 8:8	Ora non è un cibo che ci farà graditi a Dio; se non mangiamo, non abbiamo nulla di meno; e se mangiamo, non abbiamo nulla di più.
1 Corinzi 8:9	Ma badate che questo vostro diritto non diventi un intoppo per i deboli.
1 Corinzi 8:10	Perché se qualcuno vede te, che hai conoscenza, seduto a tavola in un tempio di idoli, la sua coscienza, se egli è debole, non sarà forse incoraggiata a mangiare delle carni sacrificate agli idoli?
1 Corinzi 8:11	E così, per la tua conoscenza, perisce il debole, il fratello per il quale Cristo è morto.
1 Corinzi 8:12	Ora, peccando in tal modo contro i fratelli, e ferendo la loro coscienza che è debole, voi peccate contro Cristo.
1 Corinzi 8:13	Perciò, se un cibo scandalizza mio fratello, io non mangerò mai più carne, per non scandalizzare mio fratello.
1 Corinzi 9:1	Non sono io libero? Non sono io apostolo? Non ho io veduto Gesù, il nostro Signore? Non siete voi la mia opera nel Signore?
1 Corinzi 9:2	Se per altri non sono apostolo, lo sono almeno per voi, perché il suggello del mio apostolato siete voi, nel Signore.
1 Corinzi 9:3	Questa è la mia difesa di fronte a quelli che mi sottopongono a inchiesta.
1 Corinzi 9:4	Non abbiamo noi il diritto di mangiare e di bere?
1 Corinzi 9:5	Non abbiamo noi il diritto di portare con noi una moglie, sorella in fede, come fanno anche gli altri apostoli e i fratelli del Signore e Cefa?
1 Corinzi 9:6	O siamo soltanto io e Barnaba a non avere il diritto di non lavorare?
1 Corinzi 9:7	Chi è mai che fa il soldato a sue proprie spese? Chi è che pianta una vigna e non ne mangia del frutto? O chi è che pasce un gregge e non si ciba del latte del gregge?
1 Corinzi 9:8	Dico io queste cose secondo l’uomo? Non le dice anche la legge?
1 Corinzi 9:9	Difatti, nella legge di Mosè è scritto: “Non mettere la museruola al bue che trebbia il grano”. Dio si dà forse pensiero dei buoi?
1 Corinzi 9:10	O non dice Egli così proprio per noi? Certo, per noi fu scritto così; perché chi ara deve arare con speranza; e chi trebbia il grano deve trebbiarlo con la speranza di averne la sua parte.
1 Corinzi 9:11	Se abbiamo seminato per voi i beni spirituali, è forse gran cosa se mietiamo i vostri beni materiali?
1 Corinzi 9:12	Se altri hanno questo diritto su di voi, non l’abbiamo noi molto di più? Ma noi non abbiamo fatto uso di questo diritto; anzi sopportiamo ogni cosa, per non creare alcun ostacolo al Vangelo di Cristo.
1 Corinzi 9:13	Non sapete voi che quelli che svolgono il servizio sacro mangiano quello che è offerto nel tempio e che coloro che attendono all’altare hanno la loro parte all’altare?
1 Corinzi 9:14	Così ancora, il Signore ha ordinato che coloro che annunciano il Vangelo vivano del Vangelo.
1 Corinzi 9:15	Io però non ho fatto uso di nessuno di questi diritti e non ho scritto questo perché si faccia così a mio riguardo, poiché preferirei morire, anziché vedere qualcuno rendere vano il mio vanto.
1 Corinzi 9:16	Perché se io evangelizzo, non ho da trarne vanto, poiché è una necessità mi è imposta; e guai a me, se non evangelizzo!
1 Corinzi 9:17	Se lo faccio volenterosamente, ne ho ricompensa; ma se non lo faccio volenterosamente è pur sempre un’amministrazione che mi è affidata.
1 Corinzi 9:18	Qual è dunque la mia ricompensa? Questa: che annunciando il Vangelo, io offro il Vangelo gratuitamente, senza avvalermi del mio diritto nel Vangelo.
1 Corinzi 9:19	Poiché, pur essendo libero da tutti, mi sono fatto servo di tutti, per guadagnarne il maggior numero;
1 Corinzi 9:20	e con i Giudei, mi sono fatto Giudeo, per guadagnare i Giudei; con quelli che sono sotto la legge, mi sono fatto come uno sotto la legge (benché io stesso non sia sottoposto alla legge), per guadagnare quelli che sono sotto la legge;
1 Corinzi 9:21	con quelli che sono senza legge, mi sono fatto come se fossi senza legge (benché io non sia senza legge riguardo a Dio, ma sotto la legge di Cristo), per guadagnare quelli che sono senza legge.
1 Corinzi 9:22	Con i deboli mi sono fatto debole, per guadagnare i deboli; mi sono fatto tutto per tutti, per salvarne in ogni modo alcuni.
1 Corinzi 9:23	E tutto faccio a motivo del Vangelo, al fine di esserne partecipe anch’io.
1 Corinzi 9:24	Non sapete voi che coloro che corrono nello stadio corrono sì tutti, ma uno solo ottiene il premio? Correte in modo da ottenerlo.
1 Corinzi 9:25	Chiunque fa l’atleta è temperato in ogni cosa; e quelli lo fanno per ricevere una corona corruttibile; ma noi, una incorruttibile.
1 Corinzi 9:26	Io quindi corro ma non in modo incerto, faccio pugilato, ma non come chi colpisce l’aria;
1 Corinzi 9:27	anzi, tratto duramente il mio corpo e lo riduco in schiavitù, affinché, dopo aver predicato agli altri, io stesso non sia riprovato.
1 Corinzi 10:1	Perché, fratelli, non voglio che ignoriate che i nostri padri furono tutti sotto la nuvola, e tutti passarono attraverso il mare,
1 Corinzi 10:2	e tutti furono battezzati, nella nuvola e nel mare, per essere di Mosè,
1 Corinzi 10:3	e tutti mangiarono lo stesso cibo spirituale,
1 Corinzi 10:4	e tutti bevvero la stessa bevanda spirituale, perché bevevano alla roccia spirituale che li seguiva; e la roccia era Cristo.
1 Corinzi 10:5	Ma della maggior parte di loro Dio non si compiacque, poiché furono abbattuti nel deserto.
1 Corinzi 10:6	Ora, queste cose avvennero per servire di esempio a noi, affinché non siamo bramosi di cose malvagie, come ne furono bramosi loro;
1 Corinzi 10:7	affinché non diventiate idolatri come alcuni di loro, come è scritto: “Il popolo si sedette per mangiare e per bere, poi si alzò per divertirsi”;
