Mateo 1:1	Libro de la genealogía de Jesucristo, hijo de David, hijo de Abraham:
1 Corintios 11:12	Porque así como la mujer procede del varón, también el varón nace de la mujer; pero todo procede de Dios.
1 Corintios 11:13	Juzgad vosotros mismos: ¿Es apropiado que la mujer ore a Dios sin cubrirse la cabeza?
1 Corintios 11:14	La naturaleza misma, ¿no os enseña que al varón le es deshonroso dejarse crecer el cabello?
1 Corintios 11:15	Por el contrario, a la mujer dejarse crecer el cabello le es honroso, porque en lugar de velo le es dado el cabello.
1 Corintios 11:16	Con todo eso, si alguno quiere ser contencioso, nosotros no tenemos tal costumbre, ni las iglesias de Dios.
1 Corintios 11:17	Pero en esto que os anuncio, no os alabo, porque no os congregáis para lo mejor, sino para lo peor.
1 Corintios 11:18	Pues en primer lugar, cuando os reunís como iglesia, oigo que hay entre vosotros disensiones; y en parte lo creo.
1 Corintios 11:19	Porque es preciso que entre vosotros haya herejías, para que se hagan manifiestos entre vosotros los que son aprobados.
1 Corintios 11:20	Cuando, pues, os reunís en común, esto no es comer la cena del Señor.
1 Corintios 11:21	Porque al comer, cada uno se adelanta a tomar su propia cena; y uno tiene hambre, y otro se embriaga.
1 Corintios 11:22	Pues qué, ¿no tenéis casas en que comáis y bebáis? ¿O menospreciáis la iglesia de Dios, y avergonzáis a los que no tienen nada? ¿Qué os diré? ¿Os alabaré? En esto no os alabo.
1 Corintios 11:23	Porque yo recibí del Señor lo que también os he enseñado: Que el Señor Jesús, la noche en que fue entregado, tomó pan,
1 Corintios 11:24	y habiendo dado gracias, lo partió y dijo: Tomad, comed; esto es mi cuerpo que por vosotros es partido; haced esto en memoria de mí.
1 Corintios 11:25	Asimismo, tomó también la copa, después de haber cenado, diciendo: Esta copa es el nuevo convenio en mi sangre; haced esto todas las veces que la bebáis, en memoria de mí.
1 Corintios 11:26	Porque todas las veces que comáis este pan, y bebáis esta copa, la muerte del Señor anunciáis hasta que él venga.
1 Corintios 11:27	De manera que cualquiera que comiere este pan o bebiere esta copa del Señor indignamente, será culpado del cuerpo y de la sangre del Señor.
1 Corintios 11:28	Por tanto, examínese cada uno a sí mismo, y coma así del pan, y beba de la copa.
1 Corintios 11:29	Porque el que come y bebe indignamente, sin discernir el cuerpo del Señor, come y bebe juicio para sí.
1 Corintios 11:30	Por lo cual hay muchos enfermos y debilitados entre vosotros; y muchos duermen.
1 Corintios 11:31	Si, pues, nos examinásemos a nosotros mismos, no seríamos juzgados.
1 Corintios 11:32	Pero siendo juzgados, somos disciplinados por el Señor, para que no seamos condenados con el mundo.
1 Corintios 11:33	Así que, hermanos míos, cuando os reunís a comer, esperaos unos a otros.
1 Corintios 11:34	Si alguno tiene hambre, coma en su casa, para que no os reunáis para juicio. Las demás cosas las pondré en orden cuando llegue.
1 Corintios 12:1	Y acerca de los dones espirituales, no quiero, hermanos, que seáis ignorantes.
1 Corintios 12:2	Sabéis que cuando erais gentiles, ibais, tal como erais llevados, a los ídolos mudos.
1 Corintios 12:3	Por tanto, os hago saber, que nadie que hable por el Espíritu de Dios, llama anatema a Jesús; y nadie puede afirmar que Jesús es el Señor, sino por el Espíritu Santo.
1 Corintios 12:4	Ahora bien, hay diversidad de dones, pero el Espíritu es el mismo.
1 Corintios 12:5	Y hay diversidad de ministerios, pero el Señor es el mismo.
1 Corintios 12:6	Y hay diversidad de operaciones, pero Dios, que hace todas las cosas en todos, es el mismo.
1 Corintios 12:7	Pero a cada uno le es dada la manifestación del Espíritu para provecho.
1 Corintios 12:8	Porque a la verdad, a este es dada por el Espíritu palabra de sabiduría; a otro, palabra de conocimiento según el mismo Espíritu;
1 Corintios 12:9	a otro, fe por el mismo Espíritu; y a otro, dones de sanidades por el mismo Espíritu;
1 Corintios 12:10	a otro, el hacer milagros; y a otro, profecía; y a otro, discernimiento de espíritus; y a otro, diversos géneros de lenguas; y a otro, interpretación de lenguas.
1 Corintios 12:11	Pero todas estas cosas las hace uno y el mismo Espíritu, repartiendo a cada uno en particular como él quiere.
1 Corintios 12:12	Porque así como el cuerpo es uno, y tiene muchos miembros, pero todos los miembros del cuerpo, siendo muchos, son un solo cuerpo, así también Cristo.
1 Corintios 12:13	Porque por un solo Espíritu fuimos todos bautizados en un cuerpo, ya judíos o griegos, ya esclavos o libres; y a todos se nos dio a beber de un mismo Espíritu.
1 Corintios 12:14	Pues tampoco el cuerpo es un solo miembro, sino muchos.
1 Corintios 12:15	Si dijere el pie: Porque no soy mano, no soy del cuerpo, ¿por eso no será del cuerpo?
1 Corintios 12:16	Y si dijere la oreja: Porque no soy ojo, no soy del cuerpo, ¿por eso no será del cuerpo?
1 Corintios 12:17	Si todo el cuerpo fuese ojo, ¿dónde estaría el oído? Si todo fuese oído, ¿dónde estaría el olfato?
1 Corintios 12:18	Pero ahora Dios ha colocado los miembros, cada uno de ellos, en el cuerpo, como él quiso.
1 Corintios 12:19	Porque si todos fueran un solo miembro, ¿dónde estaría el cuerpo?
1 Corintios 12:20	Pero ahora hay muchos miembros, aunque uno solo es el cuerpo.
1 Corintios 12:21	Ni el ojo puede decir a la mano: No te necesito; ni tampoco la cabeza a los pies: No tengo necesidad de vosotros.
1 Corintios 12:22	Antes bien, los miembros del cuerpo que parecen más débiles, son los más necesarios;
1 Corintios 12:23	y a aquellos miembros del cuerpo que estimamos ser menos honrosos, a estos vestimos más honrosamente; y los que en nosotros son menos decorosos, se tratan con más decoro.
1 Corintios 12:24	Porque los que en nosotros son más decorosos, no lo necesitan; pero Dios así formó el cuerpo, dando más abundante honor al que le faltaba;
1 Corintios 12:25	para que no haya división en el cuerpo, sino que todos los miembros se preocupen por igual los unos por los otros.
1 Corintios 12:26	De manera que, si un miembro padece, todos los miembros padecen con él; y si un miembro recibe honra, todos los miembros con él se gozan.
1 Corintios 12:27	Pues vosotros sois el cuerpo de Cristo, e individualmente sois miembros de él.
1 Corintios 12:28	Y a unos puso Dios en la iglesia, primeramente apóstoles, luego profetas, lo tercero maestros, luego milagros; después los dones de sanidades; ayudas, administraciones y diversidades de lenguas.
1 Corintios 12:29	¿Son todos apóstoles? ¿Son todos profetas? ¿Todos maestros? ¿Hacen todos milagros?
1 Corintios 12:30	¿Tienen todos dones de sanidad? ¿Hablan todos en lenguas? ¿Interpretan todos?
1 Corintios 12:31	Procurad, pues, los mejores dones; mas yo os muestro un camino aún más excelente.
1 Corintios 13:1	Si yo hablase lenguas humanas y angélicas, y no tengo caridad, vengo a ser como metal que resuena o címbalo que retiñe.
1 Corintios 13:2	Y si tuviese profecía, y entendiese todos los misterios y todo conocimiento, y si tuviese toda la fe, de tal manera que trasladase los montes, y no tengo caridad, nada soy.
1 Corintios 13:3	Y si repartiese todos mis bienes para dar de comer a los pobres, y si entregase mi cuerpo para ser quemado, y no tengo caridad, de nada me sirve.
1 Corintios 13:4	La caridad es sufrida, es benigna; la caridad no tiene envidia, la caridad no se jacta, no se envanece;
1 Corintios 13:5	no se comporta indebidamente, no busca lo suyo, no se irrita, no piensa el mal;
1 Corintios 13:6	no se regocija en la maldad, sino que se regocija en la verdad;
1 Corintios 13:7	todo lo sufre, todo lo cree, todo lo espera, todo lo soporta.
1 Corintios 13:8	La caridad nunca deja de ser; mas las profecías se acabarán, y cesarán las lenguas, y el conocimiento se acabará;
1 Corintios 13:9	porque en parte conocemos, y en parte profetizamos;
1 Corintios 13:10	mas cuando venga lo que es perfecto, entonces lo que es en parte se acabará.
1 Corintios 13:11	Cuando yo era niño, hablaba como niño, pensaba como niño, juzgaba como niño; mas cuando ya fui hombre, dejé lo que era de niño.
1 Corintios 13:12	Ahora vemos por espejo, oscuramente; mas entonces veremos cara a cara. Ahora conozco en parte; pero entonces conoceré como fui conocido.
1 Corintios 13:13	Y ahora permanecen la fe, la esperanza y la caridad, estas tres; pero la mayor de ellas es la caridad.
1 Corintios 14:1	Seguid la caridad y procurad los dones espirituales, pero sobre todo, que profeticéis.
1 Corintios 14:2	Porque el que habla en lenguas no habla a los hombres, sino a Dios, pues nadie le entiende, porque por el espíritu habla misterios.
1 Corintios 14:3	Pero el que profetiza habla a los hombres para edificación, y exhortación y consolación.
1 Corintios 14:4	El que habla en lengua extraña, a sí mismo se edifica; pero el que profetiza, edifica a la iglesia.
1 Corintios 14:5	Así que, quisiera que todos vosotros hablaseis en lenguas, pero más que profetizaseis; porque mayor es el que profetiza que el que habla en lenguas, a no ser que las interprete, para que la iglesia reciba edificación.
1 Corintios 14:6	Ahora pues, hermanos, si yo voy a vosotros hablando lenguas, ¿qué os aprovechará, si no os hablo con revelación, o con conocimiento, o con profecía o con doctrina?
1 Corintios 14:7	Ciertamente, las cosas inanimadas que producen sonidos, como la flauta o el arpa, si no dan con distinción los sonidos, ¿cómo se sabrá lo que se toca con la flauta o con la cítara?
1 Corintios 14:8	Y si la trompeta da sonido incierto, ¿quién se preparará para la batalla?
1 Corintios 14:9	Así también vosotros, si por la lengua no dais palabra bien comprensible, ¿cómo se entenderá lo que decís?, porque hablaréis al aire.
1 Corintios 14:10	Tantas clases de idiomas hay quizá en el mundo, y ninguno carece de significado;
1 Corintios 14:11	pero si yo no entiendo el significado de las palabras, seré como extranjero para el que habla, y el que habla será como extranjero para mí.
1 Corintios 14:12	Así también vosotros, puesto que anheláis dones espirituales, procurad que abunden en vosotros para la edificación de la iglesia.
1 Corintios 14:13	Por lo cual, el que habla en lenguas, ore para poder interpretarlas.
1 Corintios 14:14	Porque si yo oro en lenguas, mi espíritu ora; pero mi entendimiento es sin fruto.
1 Corintios 14:15	¿Qué, pues? Oraré con el espíritu, pero oraré también con el entendimiento; cantaré con el espíritu, pero cantaré también con el entendimiento.
1 Corintios 14:16	Porque si bendices con el espíritu, el que ocupa el lugar de un simple oyente, ¿cómo dirá Amén a tu acción de gracias?, pues no sabe lo que has dicho.
1 Corintios 14:17	Porque tú, a la verdad, bien das gracias, pero el otro no es edificado.
1 Corintios 14:18	Doy gracias a Dios que hablo en lenguas más que todos vosotros;
1 Corintios 14:19	pero en la iglesia prefiero hablar cinco palabras con mi entendimiento, para enseñar también a los otros, que diez mil palabras en lenguas.
1 Corintios 14:20	Hermanos, no seáis niños en el modo de pensar, sino sed niños en la malicia, pero maduros en el modo de pensar.
1 Corintios 14:21	En la ley está escrito: En otras lenguas y con otros labios hablaré a este pueblo; y ni aun así me oirán, dice el Señor.
1 Corintios 14:22	Así que, las lenguas son por señal, no a los creyentes, sino a los incrédulos; pero la profecía, no a los incrédulos, sino a los creyentes.
1 Corintios 14:23	De manera que, si toda la iglesia se reúne en un solo lugar, y todos hablan en lenguas, y entran indoctos o incrédulos, ¿no dirán que estáis locos?
1 Corintios 14:24	Pero si todos profetizan, y entra algún incrédulo o indocto, por todos es convencido, por todos es juzgado;
1 Corintios 14:25	lo oculto de su corazón se hace manifiesto; y así, postrándose sobre el rostro, adorará a Dios, declarando que verdaderamente Dios está entre vosotros.
1 Corintios 14:26	¿Qué hay, pues, hermanos? Cuando os reunís, cada uno de vosotros tiene salmo, tiene doctrina, tiene lengua, tiene revelación, tiene interpretación; hágase todo para edificación.
1 Corintios 14:27	Si alguno habla en lenguas, que hablen dos, o a lo más tres, y por turno; y que uno interprete.
1 Corintios 14:28	Y si no hay intérprete, calle en la iglesia, y hable para sí mismo y para Dios.
1 Corintios 14:29	Asimismo, los profetas hablen dos o tres, y los demás juzguen.
1 Corintios 14:30	Y si a otro que está sentado le es revelado algo, calle el primero.
1 Corintios 14:31	Porque podéis profetizar todos, uno por uno, para que todos aprendan y todos sean exhortados.
1 Corintios 14:32	Y los espíritus de los profetas están sujetos a los profetas,
1 Corintios 14:33	porque Dios no es Dios de confusión, sino de paz, como en todas las iglesias de los santos.
1 Corintios 14:34	Vuestras mujeres callen en las congregaciones, porque no les es permitido hablar, sino que estén sujetas, como dice también la ley.
1 Corintios 14:35	Y si quieren aprender algo, pregunten en casa a sus maridos, porque es indecoroso que una mujer hable en la congregación.
1 Corintios 14:36	¿Acaso ha salido de vosotros la palabra de Dios, o solo a vosotros ha llegado?
1 Corintios 14:37	Si alguno a su parecer es profeta, o espiritual, reconozca que lo que os escribo son mandamientos del Señor.
1 Corintios 14:38	Pero el que lo ignora, que lo ignore.
1 Corintios 14:39	Así que, hermanos, procurad profetizar, y no impidáis el hablar en lenguas.
1 Corintios 14:40	Pero hágase todo decentemente y con orden.
