Genesi 1:1	Nel principio Dio creò i cieli e la terra.
Nehemia 6:19	Essi parlavano bene di lui perfino in mia presenza e gli riferivano le mie parole. E Tobia mandava lettere per impaurirmi.
Nehemia 7:1	Ora, quando le mura furono riedificate ed io ebbi messo a posto le porte, e i portinai, i cantori e i Leviti furono stabiliti nei loro uffici,
Nehemia 7:2	io detti il comando di Gerusalemme ad Anani, mio fratello, e ad Anania governatore del castello, perché era un uomo fedele e timorato di Dio più di tanti altri.
Nehemia 7:3	E dissi loro: “Le porte di Gerusalemme non si aprano finché il sole non scotti; e mentre le guardie saranno ancora al loro posto, si chiudano e si sbarrino le porte; e si stabiliscano per far la guardia gli abitanti di Gerusalemme, ciascuno al suo turno e ciascuno davanti alla propria casa”.
Nehemia 7:4	Ora, la città era spaziosa e grande; ma dentro c’era poca gente e non si erano fabbricate case.
Nehemia 7:5	E il mio Dio mi mise in cuore di radunare i notabili, i magistrati e il popolo, per farne il censimento. E trovai il registro genealogico di quelli che erano tornati dall’esilio la prima volta, e vi trovai scritto quanto segue:
Nehemia 7:6	Questi sono quelli della provincia che tornarono dalla schiavitù; quelli che Nabucodonosor, re di Babilonia, aveva condotto in schiavitù, e che tornarono a Gerusalemme e in Giuda, ciascuno nella sua città.
Nehemia 7:7	Essi tornarono con Zorobabele, Ieshua, Nehemia, Azaria, Raamia, Nahamani, Mardocheo, Bilshan, Misperet, Bigvai, Neum e Baana. Censimento degli uomini del popolo d’Israele:
Nehemia 7:8	Figli di Parosh, duemilacentosettantadue.
Nehemia 7:9	Figli di Scefatia, trecentosettantadue.
Nehemia 7:10	Figli di Ara, seicentocinquantadue.
Nehemia 7:11	Figli di Pahat-Moab, dei figli di Ieshua e di Ioab, duemilaottocentodiciotto.
Nehemia 7:12	Figli di Elam, milleduecentocinquantaquattro.
Nehemia 7:13	Figli di Zattu, ottocentoquarantacinque.
Nehemia 7:14	Figli di Zaccai, settecentosessanta.
Nehemia 7:15	Figli di Binnui, seicentoquarantotto.
Nehemia 7:16	Figli di Bebai, seicentoventotto.
Nehemia 7:17	Figli di Azgad, duemilatrecentoventidue.
Nehemia 7:18	Figli di Adonicam, seicentosessantasette.
Nehemia 7:19	Figli di Bigvai, duemilasessantasette.
Nehemia 7:20	Figli di Adin, seicentocinquantacinque.
Nehemia 7:21	Figli di Ater, della famiglia di Ezechia, novantotto.
Nehemia 7:22	Figli di Ashum, trecentoventotto.
Nehemia 7:23	Figli di Bezai, trecentoventiquattro.
Nehemia 7:24	Figli di Arif, centododici.
Nehemia 7:25	Figli di Gabaon, novantacinque.
Nehemia 7:26	Uomini di Betlemme e di Netofa, centottantotto.
Nehemia 7:27	Uomini di Anatot, centoventotto.
Nehemia 7:28	Uomini di Bet-Azmavet, quarantadue.
Nehemia 7:29	Uomini di Chiriat-Iearim, di Chefira e di Beerot, settecentoquarantatré.
Nehemia 7:30	Uomini di Rama e di Gheba, seicentoventuno.
Nehemia 7:31	Uomini di Micmas, centoventidue.
Nehemia 7:32	Uomini di Betel e di Ai, centoventitré.
Nehemia 7:33	Uomini di un altro Nebo, cinquantadue.
Nehemia 7:34	Figli di un altro Elam, milleduecentocinquantaquattro.
Nehemia 7:35	Figli di Arim, trecentoventi.
Nehemia 7:36	Figli di Gerico, trecentoquarantacinque.
Nehemia 7:37	Figli di Lod, di Adid e di Ono, settecentoventuno.
Nehemia 7:38	Figli di Senaa, tremilanovecentotrenta.
Nehemia 7:39	Sacerdoti: figli di Iedaia, della casa di Ieshua, novecentosettantatré.
Nehemia 7:40	Figli di Immer, millecinquantadue.
Nehemia 7:41	Figli di Pashur, milleduecentoquarantasette.
Nehemia 7:42	Figli di Arim, millediciassette.
Nehemia 7:43	Leviti: figli di Ieshua e di Cadmiel, dei figli di Odeva, settantaquattro.
Nehemia 7:44	Cantori: figli di Asaf, centoquarantotto.
Nehemia 7:45	Portinai: figli di Shallum, figli di Ater, figli di Talmon, figli di Accub, figli di Atita, figli di Shobai, centotrentotto.
Nehemia 7:46	Netinei: figli di Zica, figli di Asufa, figli di Tabbaot,
Nehemia 7:47	figli di Cheros, figli di Sia, figli di Padon,
Nehemia 7:48	figli di Lebana, figli di Agaba, figli di Salmai,
Nehemia 7:49	figli di Hanan, figli di Ghiddel, figli di Gahar,
Nehemia 7:50	figli di Reaia, figli di Rezin, figli di Necoda,
Nehemia 7:51	figli di Gazzam, figli di Uzza, figli di Pasea,
Nehemia 7:52	figli di Besai, figli di Meunim, figli di Nefiscesim,
Nehemia 7:53	figli di Bacbuc, figli di Acufa, figli di Arur,
Nehemia 7:54	figli di Bazlit, figli di Meida, figli di Arsha,
Nehemia 7:55	figli di Barcos, figli di Sisera, figli di Tema,
Nehemia 7:56	figli di Nezia, figli di Atifa.
Nehemia 7:57	Figli dei servi di Salomone: figli di Sotai, figli di Soferet, figli di Perida,
Nehemia 7:58	figli di Jala, figli di Darcon, figli di Ghiddel,
Nehemia 7:59	figli di Scefatia, figli di Attil, figli di Pocheret-Azebaim, figli di Amon.
Nehemia 7:60	Totale dei Netinei e dei figli dei servi di Salomone, trecentonovantadue.
Nehemia 7:61	Ed ecco quelli che tornarono da Tel-Mela, da Tel-Arsha, da Cherub-Addon e da Immer, e che non avevano potuto stabilire la loro genealogia patriarcale per dimostrare che erano Israeliti:
Nehemia 7:62	figli di Delaia, figli di Tobia, figli di Necoda, seicentoquarantadue.
Nehemia 7:63	Dei sacerdoti: figli di Abaia, figli di Accoz, figli di Barzillai, il quale aveva sposato una delle figlie di Barzillai, il Galaadita, e fu chiamato con il loro nome.
Nehemia 7:64	Questi cercarono i loro titoli genealogici, ma non li trovarono, e furono quindi esclusi, come impuri, dal sacerdozio;
Nehemia 7:65	e il governatore disse loro di non mangiare cose santissime finché non si presentasse un sacerdote per consultare Dio con l’Urim e il Thummim.
Nehemia 7:66	La comunità, tutta assieme, annoverava quarantaduemila trecentosessanta persone,
Nehemia 7:67	senza contare i loro servi e le loro serve, che ammontavano a settemila trecentotrentasette. Avevano pure duecentoquarantacinque cantori e cantatrici.
Nehemia 7:68	Avevano settecentotrentasei cavalli, duecentoquarantacinque muli,
Nehemia 7:69	quattrocentotrentacinque cammelli, seimilasettecentoventi asini.
Nehemia 7:70	Alcuni dei capifamiglia offrirono dei doni per l’opera. Il governatore diede al tesoro mille darici d’oro, cinquanta coppe, cinquecentotrenta vesti sacerdotali.
Nehemia 7:71	E tra i capifamiglia ve ne furono che dettero al tesoro dell’opera ventimila darici d’oro e duemiladuecento mine d’argento.
Nehemia 7:72	Il resto del popolo dette ventimila darici d’oro, duemila mine d’argento e sessantasette vesti sacerdotali.
Nehemia 7:73	I sacerdoti, i Leviti, i portinai, i cantori, la gente del popolo, i Netinei e tutti gli Israeliti si stabilirono nelle loro città.
Nehemia 8:1	Come fu giunto il settimo mese, e i figli d’Israele si furono stabiliti nelle loro città, tutto il popolo si radunò come un sol uomo sulla piazza che è davanti alla porta delle Acque, e disse a Esdra, lo scriba, che portasse il libro della legge di Mosè che l’Eterno aveva dato a Israele.
Nehemia 8:2	E il primo giorno del settimo mese, il sacerdote Esdra portò la legge davanti all’assemblea, composta di uomini, di donne e di tutti quelli che erano capaci di intendere.
Nehemia 8:3	E lesse il libro sulla piazza che è davanti alla porta delle Acque, dalla mattina presto fino a mezzogiorno, in presenza degli uomini, delle donne, e di quelli che eran capaci di intendere; e tutto il popolo teneva tese le orecchie per sentire il libro della legge.
Nehemia 8:4	Esdra, lo scriba, stava sopra una tribuna di legno, che era stata fatta apposta, e accanto a lui stavano, a destra, Mattitia, Scema, Anaia, Uria, Hilchia e Maaseia; a sinistra, Pedaia, Mishael, Malchia, Ashum, Ashbaddana, Zaccaria e Meshullam.
Nehemia 8:5	Esdra aprì il libro in presenza di tutto il popolo, poiché stava in un posto sopraelevato rispetto a tutto il popolo; e, come ebbe aperto il libro, tutto il popolo si alzò in piedi.
Nehemia 8:6	Esdra benedisse l’Eterno, il Dio grande, e tutto il popolo rispose: “Amen, amen”, alzando le mani; e si inchinarono e si prostrarono con la faccia a terra dinanzi all’Eterno.
Nehemia 8:7	Ieshua, Bani, Scerebia, Iamin, Acckub, Shabbetai, Hodia, Maaseia, Chelita, Azaria, Iozabad, Anan, Pelaia e gli altri Leviti spiegavano la legge al popolo, e il popolo stava in piedi al suo posto.
Nehemia 8:8	Essi leggevano nel libro della legge di Dio distintamente; e ne davano il senso, per far capire al popolo quel che si leggeva.
Nehemia 8:9	Nehemia, che era il governatore, Esdra, sacerdote e scriba, e i Leviti che ammaestravano il popolo dissero a tutto il popolo: “Questo giorno è consacrato all’Eterno, al vostro Dio; non fate cordoglio e non piangete!”, poiché tutto il popolo piangeva, ascoltando le parole della legge.
Nehemia 8:10	Poi Nehemia disse loro: “Andate, mangiate vivande grasse e bevete vini dolci, e mandate delle porzioni a quelli che non hanno nulla di preparato per loro; perché questo giorno è consacrato al nostro Signore; non vi rattristate, perché la gioia dell’Eterno è la vostra forza”.
Nehemia 8:11	I Leviti facevano far silenzio a tutto il popolo, dicendo: “Tacete, perché questo giorno è santo; non vi rattristate!”.
Nehemia 8:12	E tutto il popolo se ne andò a mangiare, a bere, a mandare porzioni ai poveri, e a far gran festa, perché avevano compreso le parole che erano state loro spiegate.
Nehemia 8:13	Il secondo giorno, i capifamiglia di tutto il popolo, i sacerdoti e i Leviti si radunarono presso Esdra, lo scriba, per esaminare le parole della legge.
Nehemia 8:14	E trovarono scritto nella legge che l’Eterno aveva dato per mezzo di Mosè che i figli d’Israele dovevano dimorare in capanne durante la festa del settimo mese,
Nehemia 8:15	e che in tutte le loro città e in Gerusalemme si doveva pubblicare questo bando: “Andate al monte, e prendete rami d’ulivo, rami d’olivastro, rami di mirto, rami di palma e rami d’alberi ombrosi, per fare delle capanne, come è scritto”.
Nehemia 8:16	Allora il popolo andò fuori, prese i rami, e ciascuno si fece la sua capanna sul tetto della propria casa, nei propri cortili, nei cortili della casa di Dio, sulla piazza della porta delle Acque, e sulla piazza della porta d’Efraim.
Nehemia 8:17	Così tutta la comunità di quelli che eran tornati dalla schiavitù si fece delle capanne, e dimorò nelle capanne. Dal tempo di Giosuè, figlio di Nun, fino a quel giorno, i figli d’Israele non avevano più fatto nulla di simile. E vi fu grandissima allegrezza.
Nehemia 8:18	Ed Esdra fece la lettura del libro della legge di Dio ogni giorno, dal primo all’ultimo; la festa si celebrò durante sette giorni, e l’ottavo vi fu un’assemblea solenne, come è ordinato.
Nehemia 9:1	Ora, il ventiquattresimo giorno dello stesso mese, i figli d’Israele si radunarono, vestiti di sacco e coperti di terra, per celebrare un digiuno.
Nehemia 9:2	Quelli che appartenevano alla progenie d’Israele si separarono da tutti gli stranieri, si presentarono dinanzi a Dio, e confessarono i loro peccati e le iniquità dei loro padri.
Nehemia 9:3	Si alzarono in piedi nel posto dove si trovavano, e fu fatta la lettura del libro della legge dell’Eterno, del loro Dio, per un quarto del giorno; e per un altro quarto essi fecero la confessione dei peccati, e si prostrarono davanti all’Eterno, al loro Dio.
Nehemia 9:4	Ieshua, Bani, Cadmiel, Scebania, Bunni, Scerebia, Bani e Chenani salirono sulla tribuna dei Leviti e gridarono ad alta voce all’Eterno, al loro Dio.
Nehemia 9:5	E i Leviti Ieshua, Cadmiel, Bani, Ashabneia, Scerebia, Hodia, Scebania e Petaia dissero: “Alzatevi e benedite l’Eterno, il vostro Dio, d’eternità in eternità. Si benedica il nome tuo glorioso, che è esaltato al disopra di ogni benedizione e di ogni lode.
Nehemia 9:6	Tu, tu solo sei l’Eterno. Tu hai fatto i cieli, i cieli dei cieli e tutto il loro esercito, la terra e tutto ciò che vi sta sopra, i mari e tutto ciò che è in essi, e tu fai vivere tutte queste cose, e l’esercito dei cieli ti adora.
Nehemia 9:7	Tu sei l’Eterno, il Dio che scelse Abramo, lo trasse fuori da Ur dei Caldei, e gli diede il nome di Abrahamo;
Nehemia 9:8	tu trovasti il suo cuore fedele davanti a te, e stabilisti con lui un’alleanza, promettendogli di dare alla sua progenie il paese dei Cananei, degli Ittiti, degli Amorei, dei Ferezei, dei Gebusei e dei Ghirgasei; tu hai mantenuto la tua parola, perché sei giusto.
Nehemia 9:9	Tu vedesti l’afflizione dei nostri padri in Egitto e udisti il loro grido presso il Mar Rosso;
Nehemia 9:10	e operasti miracoli e prodigi contro Faraone, contro tutti i suoi servi, contro tutto il popolo del suo paese, perché sapevi che essi avevano trattato i nostri padri con prepotenza; e ti facesti un nome come quello che hai al dì d’oggi.
Nehemia 9:11	E fendesti il mare davanti a loro, così che passarono per mezzo al mare sull’asciutto; e quelli che li inseguivano tu li precipitasti nell’abisso, come una pietra in fondo ad acque potenti.
Nehemia 9:12	E li conducesti di giorno con una colonna di nuvola, e di notte con una colonna di fuoco per rischiarare loro la via per la quale dovevano camminare.
Nehemia 9:13	E scendesti sul monte Sinai e parlasti con loro dal cielo e desti loro prescrizioni giuste e leggi di verità, buoni precetti e buoni comandamenti;
Nehemia 9:14	e facesti loro conoscere il tuo santo sabato, e desti loro comandamenti, precetti e una legge per mezzo di Mosè, tuo servo;
Nehemia 9:15	e desti loro pane dal cielo quando erano affamati, e facesti scaturire acqua dalla roccia quando erano assetati, e dicesti loro che andassero a prendere possesso del paese che avevi giurato di dare loro.
Nehemia 9:16	Ma essi, i nostri padri, si condussero con superbia, indurirono il loro collo e non obbedirono ai tuoi comandamenti;
Nehemia 9:17	rifiutarono di obbedire e non si ricordarono delle meraviglie che tu avevi fatte per loro; indurirono il loro collo; e, nella loro ribellione, si vollero dare un capo per tornare alla loro schiavitù. Ma tu sei un Dio pronto a perdonare, misericordioso, pieno di compassione, lento all’ira e di grande benignità, e non li abbandonasti.
Nehemia 9:18	Neppure quando si fecero un vitello di metallo fuso e dissero: ‘Ecco il tuo Dio che ti ha tratto fuori dall’Egitto!’, e ti oltraggiarono gravemente,
Nehemia 9:19	tu nella tua immensa misericordia, non li abbandonasti nel deserto: la colonna di nuvola che stava su di loro non cessò di guidarli durante il giorno per il loro cammino, e la colonna di fuoco non cessò di rischiarare loro la via per la quale dovevano camminare.
Nehemia 9:20	E desti loro il tuo buono spirito per istruirli, e non rifiutasti la tua manna alle loro bocche, e desti loro dell’acqua quando erano assetati.
Nehemia 9:21	Per quarant’anni li sostentasti nel deserto, e non mancò loro nulla; le loro vesti non si logorarono e i loro piedi non si gonfiarono.
Nehemia 9:22	E desti loro regni e popoli, e li spartisti fra loro per territori; ed essi possedettero il paese di Sicon, cioè il paese del re di Heshbon, e il paese di Og re di Bashan.
Nehemia 9:23	E moltiplicasti i loro figli come le stelle del cielo, e li introducesti nel paese in cui avevi detto ai padri loro che li avresti fatti entrare per possederlo.
Nehemia 9:24	E i loro figli vi entrarono e presero possesso del paese; tu umiliasti dinanzi a loro i Cananei che abitavano il paese, e li desti nelle loro mani con i loro re e con i popoli del paese, perché li trattassero come piaceva loro.
Nehemia 9:25	Ed essi si impadronirono di città fortificate e di una terra fertile, e possedettero case piene di ogni bene, cisterne già scavate, vigne, uliveti, alberi fruttiferi in abbondanza, e mangiarono e si saziarono e ingrassarono e vissero in delizie, per la tua grande bontà.
