Mateus 1:1	Livro da geração de Jesus Cristo, filho de Davi, filho de Abraão.
Romanos 4:6	Como também Davi declara bem-aventurado o homem a quem Deus imputa a justiça sem as obras, dizendo:
Romanos 4:7	Bem-aventurados aqueles cujas maldades são perdoadas, e cujos pecados são cobertos.
Romanos 4:8	Bem-aventurado o homem a quem o Senhor não imputa o pecado.
Romanos 4:9	Vem, pois, esta bem-aventurança somente sobre a circuncisão, ou também sobre a incircuncisão? Porque dizemos que a fé foi imputada como justiça a Abraão.
Romanos 4:10	Como lhe foi, pois, imputada? Estando na circuncisão ou na incircuncisão? Não na circuncisão, mas na incircuncisão.
Romanos 4:11	E recebeu o sinal da circuncisão, selo da justiça da fé que teve na incircuncisão, para que fosse pai de todos os que creem, estando na incircuncisão, a fim de que também a justiça lhes seja imputada;
Romanos 4:12	E fosse pai da circuncisão, daqueles que não somente são da circuncisão, mas que também andam nas pisadas da fé que teve nosso pai Abraão, quando ainda incircunciso.
Romanos 4:13	Porque a promessa de que havia de ser herdeiro do mundo não foi feita pela lei a Abraão, ou à sua posteridade, mas pela justiça da fé.
Romanos 4:14	Porque, se os que são da lei são herdeiros, logo a fé é vã, e a promessa é aniquilada.
Romanos 4:15	Porque a lei opera a ira. Porque onde não há lei, também não há transgressão.
Romanos 4:16	Portanto, é pela fé, para que seja segundo a graça, a fim de que a promessa seja firme a toda a posteridade, não somente à que é da lei, mas também à que é da fé que teve Abraão, o qual é pai de todos nós,
Romanos 4:17	(Como está escrito: Por pai de muitas nações te constituí) perante aquele no qual creu, a saber, Deus, o qual vivifica os mortos, e chama as coisas que não são como se já fossem.
Romanos 4:18	O qual, em esperança, creu contra a esperança que seria feito pai de muitas nações, conforme o que lhe fora dito: Assim será a tua descendência.
Romanos 4:19	E não enfraqueceu na fé, nem atentou para o seu próprio corpo já amortecido, pois era já de quase cem anos, nem tampouco para o amortecimento do ventre de Sara.
Romanos 4:20	E não duvidou da promessa de Deus por incredulidade, mas foi fortificado na fé, dando glória a Deus;
Romanos 4:21	E estando certíssimo de que o que ele tinha prometido também era poderoso para o fazer.
Romanos 4:22	Pelo que isso lhe foi também imputado como justiça.
Romanos 4:23	Ora, não só por ele está escrito que lhe fosse imputado,
Romanos 4:24	Mas também por nós, a quem será imputado, os que cremos naquele que dos mortos ressuscitou a Jesus nosso Senhor;
Romanos 4:25	O qual por nossos pecados foi entregue, e ressuscitou para nossa justificação.
Romanos 5:1	Sendo, pois, justificados pela fé, temos paz com Deus, por intermédio de nosso Senhor Jesus Cristo;
Romanos 5:2	Pelo qual também temos acesso pela fé a esta graça, na qual estamos firmes, e nos gloriamos na esperança da glória de Deus.
Romanos 5:3	E não somente isso, mas também nos gloriamos nas tribulações, sabendo que a tribulação produz a paciência,
Romanos 5:4	E a paciência, a experiência; e a experiência, a esperança.
Romanos 5:5	E a esperança não desaponta, porquanto o amor de Deus está derramado em nosso coração pelo Espírito Santo que nos foi dado.
Romanos 5:6	Porque Cristo, estando nós ainda fracos, morreu a seu tempo pelos ímpios.
Romanos 5:7	Porque dificilmente alguém morreria por um justo; pois, poderá ser que pelo bom alguém ouse morrer.
Romanos 5:8	Mas Deus prova o seu amor para conosco, pelo fato de que Cristo morreu por nós, sendo nós ainda pecadores.
Romanos 5:9	Logo, muito mais agora, sendo justificados pelo seu sangue, seremos por ele salvos da ira.
Romanos 5:10	Porque se nós, sendo inimigos, fomos reconciliados com Deus pela morte de seu Filho, muito mais, estando já reconciliados, seremos salvos pela sua vida.
Romanos 5:11	E não somente isso, mas também nos gloriamos em Deus por nosso Senhor Jesus Cristo, pelo qual agora alcançamos a reconciliação.
Romanos 5:12	Pelo que, como por um homem entrou o pecado no mundo, e pelo pecado, a morte, assim também a morte passou a todos os homens, porque todos pecaram.
Romanos 5:13	Porque antes da lei estava o pecado no mundo, porém o pecado não é imputado não havendo lei.
Romanos 5:14	Mas a morte reinou desde Adão até Moisés, até sobre aqueles que não pecaram à semelhança da transgressão de Adão, o qual é a figura daquele que havia de vir.
Romanos 5:15	Mas não é assim o dom gratuito como a ofensa. Porque, se pela ofensa de um, morreram muitos, muito mais a graça de Deus, e o dom pela graça, que é de um só homem, Jesus Cristo, abundou sobre muitos.
Romanos 5:16	E não foi assim o dom como a ofensa, por um só que pecou. Porque o juízo veio de uma só ofensa, na verdade, para condenação, mas o dom gratuito veio de muitas ofensas para justificação.
Romanos 5:17	Porque, se pela ofensa de um só, a morte reinou por meio desse um, muito mais os que recebem a abundância da graça, e do dom da justiça, reinarão em vida por um só, que é Jesus Cristo.
Romanos 5:18	Pois assim como por uma só ofensa veio o juízo sobre todos os homens para condenação, assim também por um só ato de justiça veio a graça sobre todos os homens para justificação de vida.
Romanos 5:19	Porque, como pela desobediência de um só homem muitos foram feitos pecadores, assim pela obediência de um muitos serão feitos justos.
Romanos 5:20	Entrou, porém, a lei para que a ofensa abundasse; mas, onde o pecado abundou, superabundou a graça.
Romanos 5:21	Para que, assim como o pecado reinou para a morte, também a graça reinasse pela justiça para a vida eterna, por Jesus Cristo, nosso Senhor.
Romanos 6:1	Que diremos, pois? Permaneceremos no pecado, para que a graça abunde?
Romanos 6:2	De modo nenhum. Nós, que estamos mortos para o pecado, como viveremos ainda nele?
Romanos 6:3	Ou não sabeis que todos quantos fomos batizados em Jesus Cristo fomos batizados na sua morte?
Romanos 6:4	De sorte que fomos sepultados com ele pelo batismo na morte; para que, como Cristo ressuscitou dos mortos, pela glória do Pai, assim andemos nós também em novidade de vida.
Romanos 6:5	Porque, se fomos plantados juntamente com ele na semelhança da sua morte, também o seremos na da sua ressurreição;
Romanos 6:6	Sabendo isto: que o nosso homem velho foi com ele crucificado, para que o corpo do pecado seja desfeito, para que não sirvamos mais ao pecado.
Romanos 6:7	Porque o que está morto está justificado do pecado.
Romanos 6:8	Ora, se já morremos com Cristo, cremos que também com ele viveremos;
Romanos 6:9	Sabendo que, havendo Cristo ressuscitado dos mortos, já não morre; a morte não mais terá domínio sobre ele.
Romanos 6:10	Pois, quanto a morrer, de uma vez por todas ele morreu para o pecado; mas, quanto a viver, vive para Deus.
Romanos 6:11	Assim também vós considerai-vos como mortos para o pecado, mas vivos para Deus em Cristo Jesus, nosso Senhor.
Romanos 6:12	Não reine, portanto, o pecado em vosso corpo mortal, para lhe obedecerdes em suas concupiscências;
Romanos 6:13	Nem tampouco apresenteis os vossos membros ao pecado como instrumentos de iniquidade; mas apresentai-vos a Deus, como vivos dentre mortos, e os vossos membros a Deus, como instrumentos de justiça.
Romanos 6:14	Porque o pecado não terá domínio sobre vós, pois não estais debaixo da lei, mas debaixo da graça.
Romanos 6:15	E então? Pecaremos porque não estamos debaixo da lei, mas debaixo da graça? De modo nenhum.
Romanos 6:16	Não sabeis vós que, a quem vos apresentardes como servos para obedecer, sois servos desse a quem obedeceis, ou do pecado para a morte, ou da obediência para a justiça?
Romanos 6:17	Porém, graças a Deus que vós fostes servos do pecado, mas obedecestes de coração à forma de doutrina a que fostes entregues.
Romanos 6:18	E libertados do pecado, fostes feitos servos da justiça.
Romanos 6:19	Falo como homem, pela fraqueza da vossa carne; pois que, assim como apresentastes os vossos membros para servirem à imundície, e à maldade para maldade, assim apresentai agora os vossos membros para servirem à justiça para santificação.
Romanos 6:20	Porque, quando éreis servos do pecado, estáveis livres da justiça.
Romanos 6:21	Pois que fruto tínheis então das coisas de que agora vos envergonhais? Porque o fim delas é a morte.
Romanos 6:22	Mas agora, libertados do pecado, e feitos servos de Deus, tendes o vosso fruto para santificação, e por fim, a vida eterna.
Romanos 6:23	Porque o salário do pecado é a morte, mas o dom gratuito de Deus é a vida eterna, por Cristo Jesus, nosso Senhor.
Romanos 7:1	Não sabeis vós, irmãos (pois que falo aos que sabem a lei), que a lei tem domínio sobre o homem por todo o tempo que vive?
Romanos 7:2	Porque a mulher que está sujeita ao marido, enquanto ele viver, está-lhe ligada pela lei; porém, morto o marido, está livre da lei do marido.
Romanos 7:3	De sorte que, vivendo o marido, será chamada adúltera, se for de outro marido; porém, morto o marido, livre está da lei, de maneira que não será adúltera, se for de outro marido.
Romanos 7:4	Assim que, meus irmãos, também vós estais mortos para a lei pelo corpo de Cristo, para que sejais de outro, daquele que ressuscitou de entre os mortos, a fim de que demos fruto para Deus.
Romanos 7:5	Porque, quando estávamos na carne, as paixões dos pecados, que são pela lei, operavam em nossos membros para darem fruto para a morte.
Romanos 7:6	Mas agora estamos livres da lei, estando mortos para aquilo em que estávamos retidos; para que sirvamos em novidade de espírito, e não na velhice da letra.
Romanos 7:7	Que diremos, pois? É a lei pecado? De modo nenhum! Não, eu não teria conhecido o pecado senão pela lei; porque eu não conheceria a concupiscência, se a lei não dissesse: Não cobiçarás.
Romanos 7:8	Mas o pecado, tomando ocasião pelo mandamento, operou em mim toda sorte de concupiscência, porque sem a lei estava morto o pecado.
Romanos 7:9	Porque eu, em algum tempo, vivia sem lei; mas, vindo o mandamento, reviveu o pecado, e eu morri;
Romanos 7:10	E o mandamento que era para vida, esse achei que me era para morte.
Romanos 7:11	Porque o pecado, tomando ocasião pelo mandamento, me enganou, e por ele me matou.
Romanos 7:12	Assim que a lei é santa, e o mandamento é santo, justo, e bom.
Romanos 7:13	Logo, tornou-se-me o que é bom em morte? De modo nenhum; mas o pecado, para que se mostrasse pecado, operou em mim a morte pelo bem; a fim de que, pelo mandamento, o pecado se fizesse excessivamente pecaminoso.
Romanos 7:14	Porque bem sabemos que a lei é espiritual; mas eu sou carnal, vendido sob o pecado.
Romanos 7:15	Porque o que faço não o aprovo; pois o que quero, isso não faço; mas o que odeio, isso faço.
Romanos 7:16	E se faço o que não quero, consinto com a lei, que é boa.
Romanos 7:17	De maneira que agora já não sou eu que faço isso, mas o pecado que habita em mim.
Romanos 7:18	Porque eu sei que em mim, isto é, na minha carne, não habita bem algum; porque o querer está em mim, mas não consigo efetuar o bem.
Romanos 7:19	Porque não faço o bem que quero, mas o mal que não quero, esse faço.
Romanos 7:20	Ora, se eu faço o que não quero, já não o faço eu, mas o pecado que habita em mim.
Romanos 7:21	De sorte que acho esta lei em mim: que, quando quero fazer o bem, o mal está comigo.
Romanos 7:22	Porque, segundo o homem interior, tenho prazer na lei de Deus;
Romanos 7:23	Mas vejo nos meus membros outra lei, que batalha contra a lei da minha mente, e me prende debaixo da lei do pecado que está nos meus membros.
Romanos 7:24	Miserável homem que eu sou! Quem me livrará do corpo desta morte?
Romanos 7:25	Dou graças a Deus por Jesus Cristo, nosso Senhor. Assim que eu mesmo, com a mente, sirvo à lei de Deus, mas com a carne, à lei do pecado.
Romanos 8:1	Portanto, agora nenhuma condenação há para os que estão em Cristo Jesus, que não andam segundo a carne, mas segundo o Espírito.
Romanos 8:2	Porque a lei do Espírito de vida, em Cristo Jesus, me livrou da lei do pecado e da morte.
Romanos 8:3	Porque o que era impossível à lei, porquanto estava enferma pela carne, Deus, enviando o seu Filho em semelhança da carne do pecado, e por causa do pecado, condenou o pecado na carne;
Romanos 8:4	Para que a justiça da lei se cumprisse em nós, que não andamos segundo a carne, mas segundo o Espírito.
Romanos 8:5	Porque os que são segundo a carne inclinam-se para as coisas da carne; mas os que são segundo o Espírito, para as coisas do Espírito.
Romanos 8:6	Porque a inclinação da carne é morte; mas a inclinação do Espírito é vida e paz.
Romanos 8:7	Porquanto a inclinação da carne é inimizade contra Deus, pois não é sujeita à lei de Deus, nem em verdade o pode ser.
Romanos 8:8	Portanto, os que estão na carne não podem agradar a Deus.
Romanos 8:9	Porém vós não estais na carne, mas no Espírito, se é que o Espírito de Deus habita em vós. Mas se alguém não tem o Espírito de Cristo, esse tal não é dele.
Romanos 8:10	E se Cristo está em vós, o corpo, na verdade, está morto por causa do pecado, mas o espírito vive por causa da justiça.
Romanos 8:11	E se o Espírito daquele que dos mortos ressuscitou a Jesus habita em vós, aquele que dos mortos ressuscitou a Cristo também vivificará o vosso corpo mortal, pelo seu Espírito que em vós habita.
Romanos 8:12	De maneira que, irmãos, somos devedores, não à carne para viver segundo a carne.
Romanos 8:13	Porque, se viverdes segundo a carne, morrereis; mas, se pelo Espírito mortificardes as obras do corpo, vivereis.
Romanos 8:14	Porque todos quantos são guiados pelo Espírito de Deus, esses são filhos de Deus.
