Gênesis 1:1	No princípio, Deus criou os céus e a terra.
Salmos 33:12	Bem-aventurada é a nação cujo Deus é o Senhor, e o povo ao qual escolheu para sua herança.
Salmos 33:13	O Senhor olha desde os céus, e vê todos os filhos dos homens.
Salmos 33:14	Do lugar da sua habitação contempla todos os moradores da terra,
Salmos 33:15	Aquele que forma o coração de todos eles, que contempla todas as suas obras.
Salmos 33:16	Não há rei que se salve com a grandeza de um exército, nem o homem valente se livra pela muita força.
Salmos 33:17	O cavalo é falaz para a segurança; não livra ninguém com a sua grande força.
Salmos 33:18	Eis que os olhos do Senhor estão sobre os que o temem, sobre os que esperam na sua misericórdia,
Salmos 33:19	Para lhes livrar a alma da morte, e para os conservar vivos na fome.
Salmos 33:20	A nossa alma espera no Senhor; ele é o nosso auxílio e o nosso escudo.
Salmos 33:21	Pois nele se alegra o nosso coração, porquanto confiamos no seu santo nome.
Salmos 33:22	Seja a tua misericórdia, Senhor, sobre nós, como em ti esperamos.
Salmos 34:1	Louvarei ao Senhor em todo o tempo; o seu louvor estará continuamente na minha boca.
Salmos 34:2	A minha alma se gloriará no Senhor; os mansos o ouvirão e se alegrarão.
Salmos 34:3	Engrandecei ao Senhor comigo, e juntos exaltemos o seu nome.
Salmos 34:4	Busquei ao Senhor, e ele me respondeu; livrou-me de todos os meus temores.
Salmos 34:5	Olharam para ele, e foram iluminados; e o seu rosto não ficou envergonhado.
Salmos 34:6	Clamou este pobre, e o Senhor o ouviu, e o salvou de todas as suas angústias.
Salmos 34:7	O anjo do Senhor acampa ao redor dos que o temem, e os livra.
Salmos 34:8	Provai, e vede que o Senhor é bom; bem-aventurado o homem que nele confia.
Salmos 34:9	Temei ao Senhor, vós, os seus santos, pois nada falta aos que o temem.
Salmos 34:10	Os filhos dos leões passam necessidade e sofrem fome, mas aqueles que temem ao Senhor não têm falta de coisa alguma.
Salmos 34:11	Vinde, filhos, ouvi-me; eu vos ensinarei o temor do Senhor.
Salmos 34:12	Quem é o homem que deseja a vida, que quer muitos dias para ver o bem?
Salmos 34:13	Guarda a tua língua do mal, e os teus lábios de falarem enganosamente.
Salmos 34:14	Aparta-te do mal, e faze o bem; procura a paz, e segue-a.
Salmos 34:15	Os olhos do Senhor estão sobre os justos, e os seus ouvidos atentos ao seu clamor.
Salmos 34:16	A face do Senhor está contra os que fazem o mal, para desarraigar da terra a memória deles.
Salmos 34:17	Os justos clamam, e o Senhor os ouve, e os livra de todas as suas angústias.
Salmos 34:18	Perto está o Senhor dos que têm o coração quebrantado, e salva os contritos de espírito.
Salmos 34:19	Muitas são as aflições do justo, mas o Senhor o livra de todas.
Salmos 34:20	Ele lhe preserva todos os seus ossos; nem sequer um deles se quebra.
Salmos 34:21	A maldade matará o ímpio, e os que odeiam o justo serão desolados.
Salmos 34:22	O Senhor resgata a alma dos seus servos, e nenhum dos que nele confiam será desolado.
Salmos 35:1	Contende, Senhor, com aqueles que contendem comigo; peleja contra os que pelejam contra mim.
Salmos 35:2	Pega do escudo e do broquel, e levanta-te em minha ajuda.
Salmos 35:3	Empunha a lança e obstrui o caminho aos que me perseguem; dize à minha alma: Eu sou a tua salvação.
Salmos 35:4	Sejam envergonhados e humilhados os que buscam a minha vida; voltem atrás e envergonhem-se os que contra mim intentam o mal.
Salmos 35:5	Sejam como palha perante o vento, e o anjo do Senhor os faça fugir.
Salmos 35:6	Seja o seu caminho tenebroso e escorregadio, e o anjo do Senhor os persiga.
Salmos 35:7	Porque sem causa encobriram de mim a sua rede numa cova, a qual sem razão cavaram para a minha alma.
Salmos 35:8	Sobrevenha-lhe destruição sem o saber, e prenda-o a rede que ocultou; caia ele nessa mesma destruição.
Salmos 35:9	E a minha alma se alegrará no Senhor, alegrar-se-á na sua salvação.
Salmos 35:10	Todos os meus ossos dirão: Senhor, quem é como tu, que livras o pobre daquele que é mais forte do que ele, sim, o pobre e o necessitado daquele que o rouba?
Salmos 35:11	Falsas testemunhas se levantaram; depuseram contra mim coisas que eu não sabia.
Salmos 35:12	Retribuíram-me o mal pelo bem, despojando a minha alma.
Salmos 35:13	Mas, quanto a mim, quando estavam enfermos, a minha roupa era de pano de saco; humilhava a minha alma com o jejum, e a minha oração voltava para o meu seio.
Salmos 35:14	Portava-me como se ele fora meu irmão ou amigo; eu andava lamentando e muito encurvado, como quem chora por sua mãe.
Salmos 35:15	Mas eles com a minha adversidade se alegravam, e se congregavam; os abjetos se congregavam contra mim, e eu não o sabia; dilaceravam-me, e não cessavam.
Salmos 35:16	Como hipócritas zombadores nas festas, rangiam os dentes contra mim.
Salmos 35:17	Senhor, até quando verás isso? Resgata a minha alma das suas assolações, e a minha vida dos leões.
Salmos 35:18	Louvar-te-ei na grande congregação; entre muitíssimo povo te celebrarei.
Salmos 35:19	Não se alegrem de mim sem razão os meus inimigos, nem pisquem os olhos aqueles que me odeiam sem causa.
Salmos 35:20	Pois não falam de paz, antes intentam enganar os pacíficos da terra.
Salmos 35:21	Escancaram a boca contra mim, e dizem: Ah! Ah! Os nossos olhos o viram.
Salmos 35:22	Tu, Senhor, o viste, não te cales; Senhor, não te afastes de mim;
Salmos 35:23	Desperta e acorda para o meu julgamento, para a minha causa, Deus meu, e Senhor meu.
Salmos 35:24	Julga-me segundo a tua justiça, Senhor Deus meu, e não deixes que se alegrem de mim.
Salmos 35:25	Não digam em seu coração: Ah, o desejo da nossa alma! não digam: Nós o devoramos.
Salmos 35:26	Envergonhem-se e sejam humilhados juntamente os que se alegram com o meu mal; vistam-se de vergonha e de desonra os que se engrandecem contra mim.
Salmos 35:27	Cantem e alegrem-se os que amam a minha justiça, e digam continuamente: O Senhor seja engrandecido, o qual ama a prosperidade do seu servo.
Salmos 35:28	E assim a minha língua falará da tua justiça e do teu louvor todo o dia.
Salmos 36:1	A transgressão do ímpio diz no íntimo do seu coração: Não há temor de Deus perante os seus olhos.
Salmos 36:2	Porque a seus olhos se lisonjeia, até que se descubra ser detestável a sua iniquidade.
Salmos 36:3	As palavras da sua boca são maldade e engano; deixou de entender e de fazer o bem.
Salmos 36:4	Intenta a maldade na sua cama; põe-se no caminho que não é bom; não odeia o mal.
Salmos 36:5	A tua misericórdia, Senhor, está nos céus, e a tua fidelidade chega até as mais excelsas nuvens.
Salmos 36:6	A tua justiça é como as grandes montanhas; os teus juízos são um grande abismo; Senhor, tu preservas os homens e os animais.
Salmos 36:7	Quão preciosa é, ó Deus, a tua benignidade, pelo que os filhos dos homens se abrigam à sombra das tuas asas.
Salmos 36:8	Eles se fartarão da gordura da tua casa, e os farás beber da corrente das tuas delícias,
Salmos 36:9	Porque em ti está o manancial da vida; na tua luz veremos a luz.
Salmos 36:10	Estende a tua benignidade sobre os que te conhecem, e a tua justiça sobre os retos de coração.
Salmos 36:11	Não venha sobre mim o pé dos soberbos, e não me mova a mão dos ímpios.
Salmos 36:12	Ali caem os que praticam a iniquidade; cairão, e não se poderão levantar.
Salmos 37:1	Não te indignes por causa dos malfeitores, nem tenhas inveja dos que praticam a iniquidade.
Salmos 37:2	Porque cedo serão ceifados como a relva, e murcharão como a erva verde.
Salmos 37:3	Confia no Senhor e faze o bem; habitarás na terra, e verdadeiramente serás alimentado.
Salmos 37:4	Deleita-te também no Senhor, e te concederá os desejos do teu coração.
Salmos 37:5	Entrega o teu caminho ao Senhor; confia nele, e ele o fará.
Salmos 37:6	E ele fará sobressair a tua justiça como a luz, e o teu juízo, como o meio-dia.
Salmos 37:7	Descansa no Senhor, e espera nele; não te indignes por causa daquele que prospera em seu caminho, por causa do homem que executa astutos intentos.
Salmos 37:8	Deixa a ira, e abandona o furor; não te indignes, porque isso só leva ao mal.
Salmos 37:9	Porque os malfeitores serão desarraigados; mas aqueles que esperam no Senhor herdarão a terra.
Salmos 37:10	Mais um pouco, e o ímpio já não existirá; olharás para o seu lugar, e não aparecerá.
Salmos 37:11	Mas os mansos herdarão a terra, e se deleitarão na abundância de paz.
Salmos 37:12	O ímpio maquina contra o justo, e contra ele range os dentes.
Salmos 37:13	O Senhor se rirá dele, pois vê que vem chegando o seu dia.
Salmos 37:14	Os ímpios puxaram da espada e entesaram o arco, para derrubarem o pobre e necessitado, e para matarem os de reta conduta.
Salmos 37:15	Porém a sua espada lhes entrará no coração, e os seus arcos se quebrarão.
Salmos 37:16	Vale mais o pouco que tem o justo, do que as riquezas de muitos ímpios.
Salmos 37:17	Pois os braços dos ímpios se quebrarão; mas o Senhor sustém os justos.
Salmos 37:18	O Senhor conhece os dias dos retos, e a herança deles permanecerá para sempre.
Salmos 37:19	Não serão envergonhados nos dias maus, e nos dias de fome se fartarão.
Salmos 37:20	Mas os ímpios perecerão, e os inimigos do Senhor serão como a gordura dos cordeiros; desaparecerão, e em fumaça se desfarão.
Salmos 37:21	O ímpio toma emprestado, e não paga; mas o justo se compadece, e dá.
Salmos 37:22	Porque aqueles que ele abençoa herdarão a terra, e aqueles que forem por ele amaldiçoados serão desarraigados.
Salmos 37:23	Os passos de um homem bom são firmados pelo Senhor, e deleita-se no seu caminho.
Salmos 37:24	Ainda que caia, não ficará prostrado, pois o Senhor o sustém com a sua mão.
Salmos 37:25	Fui moço, e agora sou velho, mas nunca vi desamparado o justo, nem a sua semente a mendigar o pão.
Salmos 37:26	Compadece-se sempre, e empresta, e a sua semente é abençoada.
Salmos 37:27	Aparta-te do mal e faze o bem; e terás morada para sempre.
Salmos 37:28	Porque o Senhor ama o juízo e não desampara os seus santos; eles são preservados para sempre, mas a semente dos ímpios será desarraigada.
Salmos 37:29	Os justos herdarão a terra e habitarão nela para sempre.
Salmos 37:30	A boca do justo fala a sabedoria; a sua língua fala justiça.
Salmos 37:31	A lei do seu Deus está em seu coração; os seus passos não resvalarão.
Salmos 37:32	O ímpio espreita o justo, e procura matá-lo.
Salmos 37:33	O Senhor não o deixará em suas mãos, nem o condenará quando for julgado.
Salmos 37:34	Espera no Senhor, e guarda o seu caminho, e ele te exaltará para herdares a terra; tu o verás quando os ímpios forem desarraigados.
Salmos 37:35	Vi o ímpio com grande poder espalhar-se como a árvore verde na terra natal.
Salmos 37:36	Mas passou e já não aparece; procurei-o, mas não se pôde encontrar.
Salmos 37:37	Nota o homem íntegro, e considera o reto, porque o fim desse homem é a paz.
Salmos 37:38	Quanto aos transgressores, serão juntamente destruídos, e o futuro dos ímpios será destruído.
Salmos 37:39	Mas a salvação dos justos vem do Senhor; ele é a sua fortaleza no tempo da angústia.
Salmos 37:40	E o Senhor os ajudará e os livrará; ele os livrará dos ímpios e os salvará, porquanto confiam nele.
Salmos 38:1	Ah, Senhor, não me repreendas na tua ira, nem me castigues no teu furor!
Salmos 38:2	Porque as tuas flechas se cravaram em mim, e a tua mão sobre mim desceu.
Salmos 38:3	Não há parte sã na minha carne, por causa da tua cólera, nem há paz em meus ossos, por causa do meu pecado.
Salmos 38:4	Pois já as minhas iniquidades sobrepassam a minha cabeça; como carga pesada são demais para as minhas forças.
Salmos 38:5	As minhas chagas cheiram mal e estão corruptas, por causa da minha loucura.
Salmos 38:6	Estou encurvado, estou muito abatido, ando lamentando todo o dia.
Salmos 38:7	Porque os meus lombos estão cheios de ardor, e não há parte sã na minha carne.
Salmos 38:8	Estou fraco e muito quebrantado; tenho rugido pela inquietação do meu coração.
Salmos 38:9	Senhor, diante de ti está todo o meu desejo, e o meu gemido não te é oculto.
Salmos 38:10	O meu coração dá voltas, a minha força me falta; quanto à luz dos meus olhos, ela me deixou.
Salmos 38:11	Os meus amados e os meus amigos ficam longe da minha chaga, e os meus parentes se põem à distância.
Salmos 38:12	Também os que buscam a minha vida me armam laços, e os que procuram o meu mal falam coisas malignas, e imaginam astúcias todo o dia.
Salmos 38:13	Mas eu, como surdo, não ouvia, e era como mudo que não abre a boca.
Salmos 38:14	Assim, eu sou como homem que não ouve, e em cuja boca não há reprovação.
Salmos 38:15	Porque em ti, Senhor, espero; tu, Senhor meu Deus, me ouvirás.
Salmos 38:16	Porque dizia eu: Ouve-me, para que não se alegrem de mim; quando escorrega o meu pé, eles se engrandecem contra mim.
Salmos 38:17	Porque estou prestes a tropeçar; a minha dor está constantemente perante mim.
Salmos 38:18	Porque eu declararei a minha iniquidade; afligir-me-ei por causa do meu pecado.
Salmos 38:19	Mas os meus inimigos estão vivos e são fortes, e os que sem causa me odeiam se multiplicam.
Salmos 38:20	Os que retribuem o mal pelo bem são meus adversários, porquanto eu sigo o que é bom.
Salmos 38:21	Não me desampares, Senhor meu Deus, não te afastes de mim.
Salmos 38:22	Apressa-te em meu auxílio, Senhor, minha salvação.
Salmos 39:1	Disse: Guardarei os meus caminhos para não delinquir com a minha língua; guardarei a boca com um freio, enquanto o ímpio estiver diante de mim.
Salmos 39:2	Emudeci em silêncio; calei-me mesmo acerca do bem, e a minha dor se agravou.
Salmos 39:3	Esquentou-se-me o coração dentro de mim; enquanto eu meditava se acendeu um fogo; então falei com a minha língua.
Salmos 39:4	Dá-me a conhecer, Senhor, o meu fim, e qual é a medida dos meus dias, para que eu sinta quanto sou frágil.
Salmos 39:5	Eis que fizeste os meus dias como alguns palmos; o tempo da minha vida é como nada diante de ti; na verdade, todo homem, por mais firme que esteja, é totalmente vaidade. (Selá.)
Salmos 39:6	Na verdade, todo homem anda como uma sombra; na verdade, em vão se inquietam; amontoam riquezas, e não sabem quem as levará.
Salmos 39:7	Agora, pois, Senhor, que espero eu? A minha esperança está em ti.
Salmos 39:8	Livra-me de todas as minhas transgressões; não me faças o opróbrio dos tolos.
Salmos 39:9	Emudeci; não abro a minha boca, porquanto tu o fizeste.
Salmos 39:10	Tira de sobre mim o teu flagelo; estou desfalecido pelo golpe da tua mão.
Salmos 39:11	Quando castigas o homem, por causa da iniquidade, com repreensões, fazes com que a sua beleza se consuma como a traça; na verdade, todo o homem é vaidade. (Selá.)
Salmos 39:12	Ouve, Senhor, a minha oração, e inclina os teus ouvidos ao meu clamor; não te cales perante as minhas lágrimas, porque sou estranho para ti e peregrino como todos os meus pais.
Salmos 39:13	Poupa-me, até que tome alento, antes que me vá, e deixe de existir.
Salmos 40:1	Esperei pacientemente no Senhor, e ele se inclinou para mim, e ouviu o meu clamor.
